score,make,model,variant,year,transmissionType,fuelType,ownership,emi,odometer
604000,Maruti,Ciaz,DELTA 1.5 SHVS MT PETROL,2018,Manual,Petrol,2,11808,9993
603000,Tata,ALTROZ,XE PLUS PETROL,2023,Manual,Petrol,1,11789,31263
601000,Nissan,MAGNITE,XV TURBO,2021,Manual,Petrol,1,11750,30843
601000,Honda,City,1.5L I-VTEC VX CVT,2016,Automatic,Petrol,2,11750,73084
601000,Hyundai,Elite i20,SPORTZ PLUS 1.2 DUAL TONE,2019,Manual,Petrol,2,11750,39877
599000,Tata,TIGOR,XZA PLUS PETROL,2021,Automatic,Petrol,1,11711,51353
597000,Honda,WR-V,1.5L I-DTEC V MT,2019,Manual,Diesel,1,11671,83870
595000,Tata,ALTROZ,XM PLUS PETROL,2022,Manual,Petrol,1,11632,24657
592000,Skoda,Rapid,STYLE 1.6 MPI,2018,Manual,Petrol,2,11574,75792
587000,Tata,ALTROZ,XZ PETROL,2020,Manual,Petrol,1,11476,30861
582000,Tata,ALTROZ,XM PLUS PETROL,2022,Manual,Petrol,1,11378,17874
578000,Ford,Ecosport,TITANIUM + 1.5L DIESEL,2017,Manual,Diesel,2,11300,70572
577000,Honda,Jazz,1.2L I-VTEC V,2019,Manual,Petrol,1,11280,36001
575000,Maruti,IGNIS,ALPHA 1.2 AMT,2019,Automatic,Petrol,1,11241,60745
568000,Hyundai,i20 Active,1.2 SX,2019,Manual,Petrol,2,11105,72634
562000,Nissan,MAGNITE,XV MT,2021,Manual,Petrol,1,10987,56790
561000,Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,2018,Manual,Petrol,1,10968,43091
560000,Hyundai,GRAND I10 NIOS,SPORTZ AMT 1.2 KAPPA VTVT,2021,Automatic,Petrol,1,10948,55335
560000,Tata,TIGOR,XE PETROL,2023,Manual,Petrol,1,10948,33485
560000,Maruti,S PRESSO,VXI PLUS (O) AMT,2023,Automatic,Petrol,1,10948,7678
559000,Maruti,New Wagon-R,ZXI 1.2 AMT,2021,Automatic,Petrol,1,10929,24751
558000,Maruti,Baleno,ZETA PETROL 1.2,2018,Manual,Petrol,1,10909,56179
554000,Maruti,Baleno,DELTA PETROL 1.2,2020,Manual,Petrol,1,10831,45311
554000,Honda,City,1.5L I-VTEC SV CVT,2016,Automatic,Petrol,2,10831,47963
554000,Hyundai,AURA,S 1.2,2020,Manual,Petrol,1,10831,22418
553000,Maruti,Dzire,VXI,2017,Manual,Petrol,1,10811,30475
551000,Volkswagen,Polo,HIGHLINE PLUS 1.0 16 ALLOY,2019,Manual,Petrol,2,10772,49612
550000,Maruti,Swift Dzire,ZXI,2016,Manual,Petrol,1,10753,28274
550000,Hyundai,AURA,S 1.2 AMT,2020,Automatic,Petrol,1,10753,93361
550000,Maruti,New Wagon-R,ZXI 1.2,2023,Manual,Petrol,1,10753,36143
549000,Maruti,New Wagon-R,VXI CNG 1.0,2022,Manual,CNG,1,10733,36393
546000,Maruti,Swift,VXI,2021,Manual,Petrol,1,10674,44242
